trial_number,value,state,datetime_start,datetime_complete,duration,param_Ore,param_WaterMill,param_WaterZumpf,param_PressureHC,param_DensityHC,param_MotorAmp,param_Shisti,param_Daiki
0,52.32344055175781,1,2025-09-16 08:28:17.877881,2025-09-16 08:28:17.880908,0.003027,187.8231090755424,17.517325789189627,197.09397743358113,0.4989906117638357,1681.7768061774452,204.77412779185352,0.13089938470118045,0.32092575895771264
1,50.544673919677734,1,2025-09-16 08:28:17.881910,2025-09-16 08:28:17.884447,0.002537,164.71235022043916,10.773696007291054,187.05959451769004,0.4885025850306457,1834.1074656099804,186.13752192731292,0.21968471137475598,0.14876688366955806
2,60.08358383178711,1,2025-09-16 08:28:17.884447,2025-09-16 08:28:17.887460,0.003013,160.55687966118026,18.998772111625335,224.1281580763656,0.49927975712737227,1615.6024885257002,211.17841966395144,0.14167640668127762,0.23051592040806285
3,54.45085144042969,1,2025-09-16 08:28:17.887460,2025-09-16 08:28:17.889493,0.002033,162.19770732687138,7.670875340364876,222.19645721302558,0.49863727680835407,1696.0167706318432,202.60532079737254,0.2497445232512634,0.28915424162861475
4,50.39664077758789,1,2025-09-16 08:28:17.889493,2025-09-16 08:28:17.891496,0.002003,182.5748612488017,18.338720080059538,204.39209767752465,0.3563184507364791,1854.0756162487164,204.0597158648872,0.22569691657687857,0.3371154786903966
5,53.17121887207031,1,2025-09-16 08:28:17.891496,2025-09-16 08:28:17.894027,0.002531,182.55251077172528,6.757900310804959,214.86016728968542,0.3567199506725981,1777.469724065843,217.55193129773457,0.26082127892975976,0.1136325337096811
6,50.79094314575195,1,2025-09-16 08:28:17.895031,2025-09-16 08:28:17.897031,0.002,198.6730513575165,8.936883216700567,187.7508577658592,0.4564051396890936,1723.70531150222,216.91511119542716,0.11784788894211064,0.3161090528481183
7,53.674617767333984,1,2025-09-16 08:28:17.897031,2025-09-16 08:28:17.899536,0.002505,177.2848320282193,13.240766680328676,182.92734467198096,0.3908853194879529,1651.8672480353075,215.40668899918566,0.1468222611512816,0.26063733472706485
8,49.56890869140625,1,2025-09-16 08:28:17.899536,2025-09-16 08:28:17.902044,0.002508,174.39279788135013,18.86388270802444,198.90842647723196,0.3529253905268306,1857.4115934178737,200.36326634938186,0.21991475995804138,0.2549635235151245
9,53.06538772583008,1,2025-09-16 08:28:17.902044,2025-09-16 08:28:17.904554,0.00251,182.71922526885973,13.587252218714696,180.27739603875062,0.46979392305678397,1632.5534545437733,180.86999408279027,0.09397292588466379,0.2828434790348918
10,48.20869827270508,1,2025-09-16 08:28:17.904554,2025-09-16 08:28:17.932819,0.028265,172.25747299824621,15.722427873357326,244.83143700747195,0.3121715440660755,1889.0691839728042,193.0530122333812,0.1949327576196386,0.3794363541078183
11,48.20869827270508,1,2025-09-16 08:28:17.933823,2025-09-16 08:28:17.959531,0.025708,171.89196563266168,15.362030536029069,247.06738221674834,0.3041170801011332,1899.7988324854919,193.6362360651625,0.19272743250502786,0.39480267538679154
12,48.26436233520508,1,2025-09-16 08:28:17.959531,2025-09-16 08:28:17.985638,0.026107,170.83229103685255,15.543818099307375,236.8582410940186,0.3057385404940795,1899.3336355371987,193.371678844053,0.18739815918632918,0.3933432868283663
13,48.31175994873047,1,2025-09-16 08:28:17.985638,2025-09-16 08:28:18.011309,0.025671,169.26952878235267,15.852949346309511,248.86689966611598,0.30060310158283476,1789.6894008328911,193.080758768785,0.052303967102209054,0.3928265983384755
14,48.26436233520508,1,2025-09-16 08:28:18.012314,2025-09-16 08:28:18.039418,0.027104,170.26550460472328,15.938758000982096,249.7111661348966,0.3278867132768791,1899.2161833847501,194.01055208161284,0.2953542213861544,0.3613124685021044
15,49.882747650146484,1,2025-09-16 08:28:18.039418,2025-09-16 08:28:18.067710,0.028292,189.14023720518,11.791395751507586,167.5098037131623,0.3897841753549333,1816.102943707689,187.40338466134395,0.18116487105108206,0.2177938058873667
16,49.998077392578125,1,2025-09-16 08:28:18.067710,2025-09-16 08:28:18.106598,0.038888,176.24179696493388,14.547393053997801,235.8416175440644,0.42423574344045084,1864.9541137751005,196.89779734030716,0.16873057603329913,0.3601974729926791
17,49.36703109741211,1,2025-09-16 08:28:18.107104,2025-09-16 08:28:18.144005,0.036901,165.9409123482709,16.983543888913108,236.70337172499438,0.33121141629853174,1770.093275970591,188.25178318750918,0.19408462743095098,0.3948615368925089
18,49.649505615234375,1,2025-09-16 08:28:18.144005,2025-09-16 08:28:18.173100,0.029095,174.94466475834076,19.914442560304042,228.75313210262672,0.32029807116999953,1879.4923488783195,208.72465895547512,0.2616826875168814,0.3553469800128414
19,53.39814376831055,1,2025-09-16 08:28:18.173676,2025-09-16 08:28:18.214979,0.041303,167.73763740433444,5.1892597636035,215.96366613033715,0.4162988084610816,1821.3496021840988,181.4654294511119,0.16513975194681127,0.19862597007561406
20,49.998077392578125,1,2025-09-16 08:28:18.215982,2025-09-16 08:28:18.244725,0.028743,173.0507618585654,10.909416655194395,243.10538892778106,0.37233239833031284,1728.7922155963206,197.6765289115669,0.09150769167052863,0.2990472810268371
21,48.26436233520508,1,2025-09-16 08:28:18.244725,2025-09-16 08:28:18.272406,0.027681,171.11613060227043,14.886066216782059,237.0189910531114,0.30262673365069254,1899.309829599474,191.60024512664538,0.1981763505158784,0.3952489863278675
22,48.20869827270508,1,2025-09-16 08:28:18.272406,2025-09-16 08:28:18.300111,0.027705,179.1264591480235,16.29435686921218,242.4420241894356,0.3256878510939044,1885.098074024958,190.55888697697293,0.19788856341297784,0.3768908489250596
23,48.878299713134766,1,2025-09-16 08:28:18.300111,2025-09-16 08:28:18.326248,0.026137,179.6319265802406,17.24974563478592,243.81665540913986,0.3367400111255429,1837.6292359979136,189.83175837606197,0.20558341146738862,0.3645949567374919
24,48.27890396118164,1,2025-09-16 08:28:18.327248,2025-09-16 08:28:18.388641,0.061393,187.9536369017227,13.91485209203587,227.26412324188868,0.31612054778569126,1797.6252171473923,184.75399731499303,0.24229441450098693,0.33082514940939234
25,48.4158935546875,1,2025-09-16 08:28:18.389646,2025-09-16 08:28:18.417716,0.02807,193.9605225623673,12.351348441954206,243.30711284035675,0.3418224623909765,1874.7926932122125,197.01145460859274,0.1593580879017493,0.3679849194993735
26,49.998077392578125,1,2025-09-16 08:28:18.417716,2025-09-16 08:28:18.446110,0.028394,179.24480580438933,16.429616485048278,231.54485242499842,0.37158510125935,1879.1363951872809,183.65451778687247,0.27994017900058044,0.3436297411154624
27,48.20869827270508,1,2025-09-16 08:28:18.446110,2025-09-16 08:28:18.473793,0.027683,173.0657290581696,14.885797202416038,217.469300337503,0.31645285894313896,1842.0443491733683,189.95883774547286,0.21135820695028165,0.3755453996960387
28,49.03040313720703,1,2025-09-16 08:28:18.473793,2025-09-16 08:28:18.500467,0.026674,185.12952166362197,18.064720940334055,243.36068366843145,0.34763007638796484,1881.7634734608841,194.67536478940542,0.24010628308185927,0.37424905903054156
29,50.906272888183594,1,2025-09-16 08:28:18.501972,2025-09-16 08:28:18.528774,0.026802,178.13748238115264,17.4973977919071,207.03577087057667,0.3751154997063292,1745.4045223052015,201.35379223509227,0.11486673025812488,0.30936060902466966
30,48.21782684326172,1,2025-09-16 08:28:18.529773,2025-09-16 08:28:18.557499,0.027726,191.5173420879117,12.629049396558486,160.38963400980145,0.31700687774510156,1806.6216714222874,197.58069894648523,0.17882296849789936,0.18367587052349665
31,48.20869827270508,1,2025-09-16 08:28:18.557499,2025-09-16 08:28:18.585661,0.028162,173.0428593647403,14.832707359297672,214.92539464499816,0.3147909855096442,1845.2527048607644,189.87334294998936,0.21251076319623438,0.37997942570152204
32,48.83441925048828,1,2025-09-16 08:28:18.586662,2025-09-16 08:28:18.614424,0.027762,167.37890067286642,16.36070481765609,220.4235517260307,0.329532701590371,1831.9828602040845,189.42590542701248,0.2236587899589961,0.33001009453890573
33,48.904624938964844,1,2025-09-16 08:28:18.614424,2025-09-16 08:28:18.643132,0.028708,163.7364967068808,14.431475069583717,249.73004915633317,0.30017869397655034,1870.0262611846786,191.46155313642444,0.2031729281399459,0.3454978864804308
34,48.20869827270508,1,2025-09-16 08:28:18.643132,2025-09-16 08:28:18.671813,0.028681,173.12035755769236,15.332903744070913,232.49514683957742,0.3143977478762923,1844.8590752448272,186.22945764067106,0.15097769301416808,0.38208206545692647
35,48.20869827270508,1,2025-09-16 08:28:18.671813,2025-09-16 08:28:18.701548,0.029735,181.4830390915984,16.432489854466702,240.27896229837813,0.32557890588144767,1883.6101069828171,195.822344361294,0.22974930532709348,0.34893052825371207
36,49.72615432739258,1,2025-09-16 08:28:18.701548,2025-09-16 08:28:18.731481,0.029933,160.8992266600971,14.010163491636687,208.45790108777143,0.3422703548801619,1858.9831962439548,205.00883958557986,0.18849088323316907,0.27971364733536846
37,49.48844528198242,1,2025-09-16 08:28:18.731996,2025-09-16 08:28:18.762368,0.030372,176.09650186786521,18.286948298154506,224.7475689105229,0.36170764837246666,1827.4628234471938,198.9948614923528,0.13530464343844698,0.32287616440017136
38,48.904624938964844,1,2025-09-16 08:28:18.762887,2025-09-16 08:28:18.795264,0.032377,164.017624505687,10.340789393406174,230.44846337726793,0.3100514330794723,1889.1818115343478,191.8055434432252,0.21308657044152507,0.3997095695009043
39,50.6917839050293,1,2025-09-16 08:28:18.795779,2025-09-16 08:28:18.827756,0.031977,184.66218751595827,13.350387236026066,193.09803930668699,0.439066842892567,1692.1890468378804,183.17588402910394,0.23204100662604288,0.10173824765925907
40,49.5026741027832,1,2025-09-16 08:28:18.828273,2025-09-16 08:28:18.861601,0.033328,168.0662725132604,19.05549727844491,221.32626840989258,0.3364397782408664,1852.4355388042416,186.878139689899,0.260717785572318,0.1506606010788314
41,48.20869827270508,1,2025-09-16 08:28:18.862607,2025-09-16 08:28:18.896127,0.03352,172.9805156591629,15.18084847115647,215.33537831654837,0.3149330871793195,1846.4233039698436,189.7527068625889,0.21066592746963592,0.3765520987256185
42,48.741310119628906,1,2025-09-16 08:28:18.896127,2025-09-16 08:28:18.926663,0.030536,171.95931490042233,16.765287454675846,210.81612395859,0.30918165760089455,1864.5506489650666,190.98057728766906,0.17303348485167785,0.3816840446107624
43,48.20869827270508,1,2025-09-16 08:28:18.926663,2025-09-16 08:28:18.957218,0.030555,175.2857481091323,14.609626783144563,200.9361098462038,0.3245574006848318,1843.4099740466763,194.9758908379579,0.21600121673467826,0.37660590019383205
44,48.482383728027344,1,2025-09-16 08:28:18.958223,2025-09-16 08:28:18.986957,0.028734,177.59049490813445,12.932260880450134,203.10059920643226,0.34712499007312925,1889.7003290438306,187.90530165643116,0.19705340288743137,0.3388312987842792
45,57.933624267578125,1,2025-09-16 08:28:18.986957,2025-09-16 08:28:19.015722,0.028765,169.35852379392907,15.877021793643227,246.3129199153448,0.3205225931632218,1600.2081988880013,185.27127749221515,0.18449931172991155,0.38584714947174403
46,49.48844528198242,1,2025-09-16 08:28:19.015722,2025-09-16 08:28:19.045443,0.029721,174.09179254432232,11.990446360518206,240.11689614149034,0.3609633353122731,1863.7568177776852,192.8550377680679,0.15703316228211417,0.3532044726826433
47,49.882747650146484,1,2025-09-16 08:28:19.045947,2025-09-16 08:28:19.074217,0.02827,180.27763357595455,15.525531520886789,195.65597469237218,0.4779711121224938,1776.0142411451561,188.5362830627853,0.24923084202705204,0.3080764261004478
48,48.904624938964844,1,2025-09-16 08:28:19.075222,2025-09-16 08:28:19.103998,0.028776,166.50428512991573,14.17548837072254,218.04663153369464,0.3059992072449807,1815.5876374691231,199.8643499536275,0.22022356854605746,0.36728502538632146
