trial_number,value,datetime_start,datetime_complete,param_Ore,param_WaterMill,param_WaterZumpf,param_PressureHC,param_DensityHC,param_MotorAmp,param_Shisti,param_Daiki,param_PulpHC,param_PumpRPM,param_Class_15
0,21.517911911010742,2025-08-26 11:35:49.049229,2025-08-26 11:35:49.060558,175.02210101013264,10.538727848198072,197.2108525739677,0.49019029675398673,1715.8792410870776,230.04793738538967,26.2913873334271,48.969662908022535,533.6056617880603,766.0232605155238,1.5221262917301228
1,20.977397918701172,2025-08-26 11:35:49.060558,2025-08-26 11:35:49.066283,177.38105694502957,7.566114624311924,186.47976729284758,0.3697245245947975,1553.4517596775531,198.5328616272246,19.632054212870045,41.73886636242905,403.3300740396001,848.8039639394672,0.8602935737054922
2,27.49372673034668,2025-08-26 11:35:49.066283,2025-08-26 11:35:49.070790,177.4275492181631,15.6347161800399,231.78660308388916,0.34512575056196404,1843.5860382827686,200.24326802534267,7.0855852378667254,48.38459525483773,451.27239561569627,964.260403173982,1.041606490482616
3,20.737422943115234,2025-08-26 11:35:49.071293,2025-08-26 11:35:49.075397,194.34109866431743,6.631634157325135,208.62238937363685,0.3744257815062028,1666.5076960293252,205.81013686311823,8.024280615740418,42.932893780072014,486.7514935240358,858.1214374641198,2.1948744239084075
4,24.376697540283203,2025-08-26 11:35:49.075397,2025-08-26 11:35:49.077933,193.94105526897533,11.346756254537633,235.2076243366388,0.5145473385522557,1752.4762613242808,200.03912060352965,12.324239448627196,25.434284593174553,475.973223935091,1085.4778356798083,0.8704473963337012
5,22.51344871520996,2025-08-26 11:35:49.077933,2025-08-26 11:35:49.080102,164.86437532731145,11.790522203198828,186.218013497641,0.454172742246314,1544.4669799447345,193.22474482561097,19.681046544837017,18.109702415492592,382.90733544606763,909.3628473351835,1.0359645213820257
6,26.70099449157715,2025-08-26 11:35:49.081132,2025-08-26 11:35:49.083644,180.7547349569776,8.698191634567731,197.96755726865916,0.45568119498055204,1831.0111252459174,168.01045324828021,16.91877009587027,39.80421401781542,416.6414524075434,1009.0930129931505,1.5787622543258677
7,22.696596145629883,2025-08-26 11:35:49.083644,2025-08-26 11:35:49.086162,178.0917196686296,14.9133224791656,226.7359745578197,0.4400688506487643,1572.8806639985676,188.6815754696954,4.074205316515059,28.038429027341365,345.8978865956921,936.0262387784718,0.8099671420572893
8,22.760515213012695,2025-08-26 11:35:49.086162,2025-08-26 11:35:49.087664,189.22479086477176,9.907164689263604,201.26311663127842,0.3026483167853055,1734.1374106925964,213.95192010774346,18.702300190523772,36.08403076407881,534.7845959212005,841.5483950187884,1.0476638004555514
9,26.11629295349121,2025-08-26 11:35:49.088667,2025-08-26 11:35:49.090705,169.3336847300718,10.06971699304033,178.58742787126272,0.3945465058111452,1809.3919524954072,176.85249617605194,12.32049733707547,29.54993541917399,564.7089320929944,1095.7465029175578,1.0781239995419192
10,20.314579010009766,2025-08-26 11:35:49.090705,2025-08-26 11:35:49.134393,184.82982945863287,18.1233631233275,218.59611493474165,0.28190391886825544,1649.8027268716596,220.00604089939344,3.8642606851029395,54.5974232159426,448.74938956508134,1009.4338142552234,1.8703589733543686
11,28.420879364013672,2025-08-26 11:35:49.134907,2025-08-26 11:35:49.179748,184.13721671223976,15.073212842741588,239.99763937721625,0.3336871225489785,1857.7033766879429,171.26017560295386,30.49814357334927,45.18052410440305,425.1773814255555,1012.3076183661872,1.509707981595647
12,28.001848220825195,2025-08-26 11:35:49.179748,2025-08-26 11:35:49.222536,184.16733572262433,14.64838110305072,240.2621733844286,0.32789604268958944,1854.3076093686443,183.66381908146204,30.535355687563907,49.190951490785714,442.0087606386626,983.2410675076987,1.3157686973870515
13,26.572629928588867,2025-08-26 11:35:49.223038,2025-08-26 11:35:49.265697,186.72491809260066,14.239002511986778,240.51145535798327,0.34166375857382747,1786.4251452947692,179.8218944341221,28.507805031348617,54.988128812904485,367.5903414919022,1143.1188786378161,1.3798663641385922
14,28.59585189819336,2025-08-26 11:35:49.266701,2025-08-26 11:35:49.308682,182.9621763952378,17.369336544921968,220.0823154558176,0.32462692329940696,1857.2980403995452,169.04671699767755,31.135266045302586,47.24498291910649,427.7213821976814,1031.7488866863623,1.3329769076609328
15,27.216917037963867,2025-08-26 11:35:49.308682,2025-08-26 11:35:49.352199,190.77093990144093,18.253826828663296,222.24019715163195,0.3131062382378219,1788.1384021359274,169.56313241464298,24.57835297290211,45.77760492797398,412.5997170448265,1056.0245862051672,1.7689550292795162
16,28.448745727539062,2025-08-26 11:35:49.352199,2025-08-26 11:35:49.393868,172.72092717136874,16.707477251859896,213.68571934160693,0.4101177270654756,1858.7695997649407,176.19317887203,31.381683699638188,36.06536412140423,489.0562805408407,1037.2764318431334,1.7188581644092908
17,26.091951370239258,2025-08-26 11:35:49.393868,2025-08-26 11:35:49.437721,171.82982599286052,16.67916057480867,208.623103753743,0.42135808985828554,1771.123703895026,175.98839539072733,23.79547643577594,33.22868389246738,489.02692208740655,1059.9917408971003,2.018591357521805
18,21.95022201538086,2025-08-26 11:35:49.438761,2025-08-26 11:35:49.481654,171.99056247421186,13.199151179750938,211.48468204930484,0.4009523711872923,1682.0953152029192,185.7284985862082,27.059325957476002,19.296204639061916,511.5077865509801,1131.0636713378399,1.7889643475729704
19,22.437463760375977,2025-08-26 11:35:49.482185,2025-08-26 11:35:49.528168,166.41042249608887,16.66568248315145,216.37831207264733,0.3808523534921516,1601.044350558187,176.19597029222388,22.53409863149593,37.303088086685385,475.7234379180552,1049.2705612617801,1.2524878051209969
20,29.05355453491211,2025-08-26 11:35:49.529173,2025-08-26 11:35:49.575519,181.3583922156763,16.939805434260084,228.47839545037183,0.4146950882568513,1820.1029734150036,190.47007102974112,31.310522057940346,35.02987576679263,333.90401037274404,908.8018242947197,2.036687501358407
21,29.0488224029541,2025-08-26 11:35:49.575519,2025-08-26 11:35:49.621337,181.02693457925108,16.82453176013107,226.09937034791324,0.42442810812880405,1817.4238056653285,190.66673195103633,31.299280186206595,32.17357240091534,334.8651371069654,911.6155103886639,2.2185397601169954
22,29.05355453491211,2025-08-26 11:35:49.621839,2025-08-26 11:35:49.668178,181.4507382964828,17.178254385120237,226.27625246869752,0.4354109926195419,1821.4595663606237,190.90033628189767,28.332663659458092,22.588392215782292,331.9323083281568,903.8055825102201,2.28309094260011
23,27.724157333374023,2025-08-26 11:35:49.668178,2025-08-26 11:35:49.714035,180.62500658063797,13.330313107658178,227.28109745868872,0.4742462357941642,1810.250340632377,194.03811581570528,28.346929889592992,23.584268725180408,331.3682205807654,906.1601609762582,2.2277536201620682
24,29.125699996948242,2025-08-26 11:35:49.715537,2025-08-26 11:35:49.760542,188.40661556701718,16.0028923629986,227.56545209153452,0.42582439114274473,1817.7529400462415,191.20774391362997,28.466464201281294,32.52447392311265,360.27291635364327,886.399617171687,2.0457788410854496
25,25.043075561523438,2025-08-26 11:35:49.761545,2025-08-26 11:35:49.807452,188.29867205778498,15.775189546109228,232.99119506066987,0.4316491867021845,1764.3902080704906,206.98658083749262,21.82090022904067,15.139407328073126,363.52158442456414,802.1543686016569,2.055791409249646
26,24.504701614379883,2025-08-26 11:35:49.807452,2025-08-26 11:35:49.854705,192.6408331061649,17.62004121811954,230.91783841548937,0.45482921618041355,1740.681892128274,195.4210729823144,25.355291674599513,23.336697976890658,353.75185652348,867.244114042098,2.035394364416202
27,26.58250617980957,2025-08-26 11:35:49.855207,2025-08-26 11:35:49.901807,187.88727842897111,13.756119523053762,223.0498458341691,0.4887474316961626,1788.3888569752296,184.22042634091767,28.262363484850944,30.165206081698614,379.4839378790831,882.3832742883395,1.9470730295340302
28,27.809219360351562,2025-08-26 11:35:49.901807,2025-08-26 11:35:49.949618,186.34140871130438,15.772937919072517,234.66820966262154,0.3602181465951847,1810.0809234702858,204.434899475231,16.257638969260263,25.338112346782108,388.3790128978152,815.8612886813386,2.289819246878374
29,21.545183181762695,2025-08-26 11:35:49.950619,2025-08-26 11:35:49.994470,174.36883305714707,17.4928930916599,202.45589497432707,0.39388769899380466,1714.3006462679796,228.87768339736357,27.018600335394105,20.43913662526182,348.3951591431863,752.7682673004878,2.137708372982402
30,28.9210205078125,2025-08-26 11:35:49.994972,2025-08-26 11:35:50.040787,190.48013986752431,18.476622997012846,169.20512137005542,0.4427420764145504,1830.7530457277744,189.94841497607163,29.260577050456067,33.23942458429973,368.9685728065766,944.0135116520033,1.6608549323809734
31,29.083030700683594,2025-08-26 11:35:50.042364,2025-08-26 11:35:50.089056,181.84533651852888,16.212781462865507,227.88709682531405,0.4225643676377537,1825.3643799327897,189.09232776331262,26.443287241808093,32.34385025264498,331.2360520398801,903.7795045909858,2.13855937418696
32,26.919355392456055,2025-08-26 11:35:50.089056,2025-08-26 11:35:50.135226,178.89084892694407,16.045924987011944,227.28432830508697,0.417328613686701,1794.5259954723194,196.47519803058933,26.200862389756654,40.11709621604061,333.3467131571836,889.4663338596871,1.9176872597283183
33,28.9111385345459,2025-08-26 11:35:50.135226,2025-08-26 11:35:50.179726,175.36280615468303,16.29675385242364,215.36148256863004,0.46906664509946977,1832.867766408781,181.72674055408208,23.031399928043104,27.14689472927661,349.74953947943885,967.3577160150104,2.1019205612924075
34,25.547100067138672,2025-08-26 11:35:50.179726,2025-08-26 11:35:50.227704,182.17822887155552,15.394038448580762,230.59565183586724,0.40974000478967154,1772.0470506378126,201.60565248231674,20.924814238193715,38.107941149988314,397.92581408665507,834.562380711165,2.148733381236589
35,29.189027786254883,2025-08-26 11:35:50.228707,2025-08-26 11:35:50.275477,176.2801576827833,17.422779637758822,223.1966745012349,0.43399708403776693,1831.6269253441844,187.8012958131855,29.289064523055373,31.140074420775584,362.1475306539118,928.1299197580905,2.2654612992062724
36,22.320575714111328,2025-08-26 11:35:50.275477,2025-08-26 11:35:50.323336,175.56364073493188,12.264622432127888,236.51348136515162,0.37968465373024307,1636.593277796156,187.20903802753577,25.888651796021552,31.36438560168181,360.8072574841193,783.3841808198898,1.9846596578853422
37,27.63525390625,2025-08-26 11:35:50.323336,2025-08-26 11:35:50.369829,176.84745762536417,14.273355803678472,221.39765093828532,0.36117013096317846,1837.9256455783789,198.19777356740207,29.571133745928716,34.37832492482285,376.2257964025471,937.8711298801799,1.8604118072770606
38,27.2037296295166,2025-08-26 11:35:50.369829,2025-08-26 11:35:50.418016,178.6085911767559,17.995862574902933,194.125476804779,0.46834283994052184,1801.5402868524627,210.44617826613677,24.444276487060385,41.50494744368851,392.7449443312548,863.9561875078776,2.1206646890664755
39,26.63555145263672,2025-08-26 11:35:50.418016,2025-08-26 11:35:50.463919,185.9423952686338,16.29414485606574,207.50527155953154,0.502106606688741,1759.5290263209959,192.7818628413726,13.23712598560767,28.5007283505006,341.248742349522,974.4695539548553,1.621237796728871
