trial_number,value,datetime_start,datetime_complete,param_Ore,param_WaterMill,param_WaterZumpf,param_PressureHC,param_DensityHC,param_MotorAmp,param_Shisti,param_Daiki,param_PulpHC,param_PumpRPM,param_Class_15
0,20.70565414428711,2025-08-26 09:41:08.742008,2025-08-26 09:41:08.744225,176.08039604534042,9.989608598106422,190.20250741253258,0.2892134859684192,1691.9110651577598,219.32658227611367,5.840093873894836,49.15023903956686,484.4586784461895,997.6801719723944,2.236138323030198
1,20.364898681640625,2025-08-26 09:41:08.744728,2025-08-26 09:41:08.746785,165.81202625390105,14.895167493804335,188.9878379398461,0.41946373579844487,1683.5654085269953,224.48172986203397,4.931448893564447,26.907359522723162,407.4130302353658,1086.040805627664,1.8071286678422602
2,25.766908645629883,2025-08-26 09:41:08.746785,2025-08-26 09:41:08.749371,166.3310508408283,7.402136492210898,208.33841817782002,0.4137381156933812,1758.6543406027722,190.68358327391297,26.197170969748573,34.02901113247878,385.8258465930297,766.0353956434643,0.8856854412758002
3,20.630023956298828,2025-08-26 09:41:08.749371,2025-08-26 09:41:08.751883,181.41124215049044,17.792281676645096,173.70251467939062,0.42737340522710265,1555.107016371412,210.46685835726402,26.708414238250892,48.3462162369247,436.72038216031865,838.8891057015128,1.8588357032591796
4,20.821290969848633,2025-08-26 09:41:08.751883,2025-08-26 09:41:08.754393,165.91285848549066,10.188905754099757,211.0848086777776,0.384013634982627,1552.5383911432232,203.84136236818523,15.823530995300748,21.94372154767852,493.17255772156955,834.345056130699,1.249005932212663
5,21.16517448425293,2025-08-26 09:41:08.754393,2025-08-26 09:41:08.756950,191.83414776076253,9.36207380782099,212.03030848157525,0.4773190239417212,1709.9642369687076,218.85708465967116,24.217199883693016,36.64629358637846,335.44333920713143,973.3192456522132,0.96903445496953
6,27.549076080322266,2025-08-26 09:41:08.757978,2025-08-26 09:41:08.759054,190.52309273952596,11.811291214769748,237.21620865988473,0.411822719943686,1850.3091434120734,195.2051673589831,12.01980855735092,22.090582820223226,384.1500199424088,833.2348390300228,1.305196354185917
7,22.598814010620117,2025-08-26 09:41:08.760575,2025-08-26 09:41:08.762579,186.58821742058578,15.046185715297245,185.83273352411334,0.4220386689495843,1670.2643788681462,191.41692726419217,12.259989816804651,49.854134017512884,371.30665055419314,1049.746063496592,1.359960332095894
8,20.84502601623535,2025-08-26 09:41:08.763127,2025-08-26 09:41:08.765633,185.2547482982104,8.267533306125483,236.7650990202856,0.3208868707142478,1544.5798780698794,224.13383695184285,22.06298651272756,41.41488531386055,364.8706431659209,846.8979281772238,1.1642065865009037
9,26.104047775268555,2025-08-26 09:41:08.765633,2025-08-26 09:41:08.768244,184.05396544640942,9.030776040806357,169.96858475561604,0.307246634861174,1859.7748581276057,220.3101839082754,28.01010356991611,44.423755889261535,473.54984726804184,1080.2206041209856,0.964338059534614
10,26.946645736694336,2025-08-26 09:41:08.768754,2025-08-26 09:41:08.806420,194.08047995647183,12.680814346732317,240.47689719994895,0.5052890554828179,1849.9339913746308,168.8834433386052,10.844363266565367,16.259430688326525,543.7110745199203,921.1353497234247,1.7572699487054146
11,26.946645736694336,2025-08-26 09:41:08.806926,2025-08-26 09:41:08.843775,195.38774865308008,12.545033104820398,239.97549724330767,0.519213856159717,1854.245501365394,170.62566566163903,11.025014951986337,15.478865223624215,566.3796477286492,909.1789012776571,1.6834476136052579
12,26.040063858032227,2025-08-26 09:41:08.844290,2025-08-26 09:41:08.885987,191.07246236304525,12.556381220721752,229.8900593231959,0.47290038213163965,1800.5773928758504,168.27189736406413,11.036703769946676,15.161751279522967,565.5479327248944,905.1192996368956,1.5171001757097329
13,27.191673278808594,2025-08-26 09:41:08.886498,2025-08-26 09:41:08.922896,194.4901236952396,14.21976951056809,223.0457303407914,0.344304806127653,1804.3440571822878,180.82891920739445,18.768532468081183,24.172634632609014,526.5593600333088,783.5897131393184,2.082663642515388
14,27.19685935974121,2025-08-26 09:41:08.923419,2025-08-26 09:41:08.959504,176.66869250811004,14.84464570861949,223.98856288098196,0.3568730650185516,1790.3588789444739,185.51137660361616,19.38092788962321,27.236329086196015,519.0628471946746,757.3332991052866,2.2984640878974294
15,27.33071517944336,2025-08-26 09:41:08.960507,2025-08-26 09:41:08.998436,177.40134118327254,18.19929521009005,222.50114333683769,0.3722988907487007,1782.497429874459,190.7739745180317,31.020380716015183,30.08392974288343,437.0783070771341,797.6155481359006,0.713018559074627
16,23.824983596801758,2025-08-26 09:41:08.998436,2025-08-26 09:41:09.035392,172.01940894583495,18.36859068606965,218.18235855179702,0.38644106128834194,1745.0793543109135,200.49802235990293,29.58003938783323,32.49055543183486,436.6368557662575,816.772455710778,0.7583988279922871
17,22.53418731689453,2025-08-26 09:41:09.035392,2025-08-26 09:41:09.071841,172.78366869928254,16.50481788335421,198.3489728356751,0.4547674682699085,1630.8244743862033,194.34304557166138,31.00480834101485,20.754635568094635,418.6454468892681,880.4440354892338,0.7146576957535941
18,26.670808792114258,2025-08-26 09:41:09.071841,2025-08-26 09:41:09.108728,188.48844601131242,10.97661988482035,231.20264406017196,0.36305760513377205,1820.1348734828096,208.7149861818578,15.204366765994743,29.85658972908547,334.8999768414498,1143.67480881596,1.1208502888803975
19,25.39594078063965,2025-08-26 09:41:09.109233,2025-08-26 09:41:09.144523,180.89316209353913,16.45569082747796,230.170052982888,0.4462764775794432,1756.129792289379,180.53127726630356,8.00135535100281,38.0605627040198,460.59039362872034,796.8881937289243,1.480705716353225
