trial_number,value,datetime_start,datetime_complete,param_Ore,param_WaterMill,param_WaterZumpf,param_PressureHC,param_DensityHC,param_MotorAmp,param_Shisti,param_Daiki,param_PulpHC,param_PumpRPM
0,59.71900177001953,2025-08-27 14:55:30.116300,2025-08-27 14:55:30.127126,188.78782732662916,10.227354201943085,199.08752902974007,0.31713720097376996,1593.8822546313138,215.68596829451354,14.911738657354526,45.17348626782757,354.9802718659563,890.4382254348134
1,54.199466705322266,2025-08-27 14:55:30.127126,2025-08-27 14:55:30.130249,168.31109991855882,11.400688563261088,185.16123120812972,0.3629792820115462,1611.9279500281036,173.33227052747242,23.681318484120606,28.095436840109368,530.7640475292247,927.0032384901845
2,57.5120849609375,2025-08-27 14:55:30.131268,2025-08-27 14:55:30.136759,180.40839852278415,13.767019897801559,231.72822972869017,0.4746710956608547,1573.0486801621469,176.16962883976854,27.595906098326676,15.520983891812206,491.52851979172374,839.1495545834496
3,48.91465377807617,2025-08-27 14:55:30.137760,2025-08-27 14:55:30.139776,188.5396853731511,17.139893867021687,180.55492210994882,0.3335469093461972,1718.1178363117692,187.69445257572985,4.519136732719054,29.491965855517495,443.017491549963,982.5919703380024
4,49.882747650146484,2025-08-27 14:55:30.139776,2025-08-27 14:55:30.142861,189.75161901281186,14.406560050300893,191.6406203681528,0.5041359934275007,1744.0412289257022,188.0252645610113,18.272894257493476,48.65031856142817,362.5381619379091,1013.1046889078644
5,52.92670822143555,2025-08-27 14:55:30.142861,2025-08-27 14:55:30.144889,165.73510983728414,17.14398969602835,217.55062445863692,0.5053807448637694,1674.7692194223637,186.8607077465204,7.7961359444402865,19.40420183165759,389.6065267972228,944.035096910984
6,60.237979888916016,2025-08-27 14:55:30.145419,2025-08-27 14:55:30.147422,172.0076978004368,8.550674876036407,240.7077964169265,0.49836197008433814,1553.6076607059772,218.2354735246518,31.28093122171827,27.646872130878602,422.1925368126622,964.2663311398711
7,49.097373962402344,2025-08-27 14:55:30.147422,2025-08-27 14:55:30.149423,189.55666717221385,8.717115775942538,205.26005284175272,0.3527825315666535,1797.2354168176735,183.17449079393833,21.22284102803375,28.48614218817532,498.9341226752348,913.5877819707755
8,49.53834533691406,2025-08-27 14:55:30.150422,2025-08-27 14:55:30.152931,193.59127768532298,10.207639767140734,219.63794473296517,0.3571445646728976,1838.8913551696764,180.27083858117905,15.145357700979098,17.254637102526207,554.5012015938136,1088.3370317589524
9,62.76428985595703,2025-08-27 14:55:30.152931,2025-08-27 14:55:30.154966,171.051492444066,7.105115651492703,195.751558320401,0.4426305375048101,1563.7780987951894,218.90979290790384,10.250910125205875,18.977597724880326,388.76380110428937,901.3921994172074
10,57.89329528808594,2025-08-27 14:55:30.155972,2025-08-27 14:55:30.193278,175.9506034484826,7.322571747188768,177.02493070758987,0.4305261162120557,1649.4922997273618,205.2784977890757,10.743390160107866,40.446712658356404,405.4020224838159,757.6658392526716
11,63.67107391357422,2025-08-27 14:55:30.193278,2025-08-27 14:55:30.232637,174.08230904208398,6.540686457751905,240.93352934002547,0.42794232793268844,1557.6070691198406,231.0503110626331,30.974478023553324,22.804426921961173,436.9840872752685,1077.1477692172384
12,63.67107391357422,2025-08-27 14:55:30.232637,2025-08-27 14:55:30.270598,179.82853493599947,6.8596340003503755,209.7096930714218,0.42346461277925646,1547.9481192608841,231.58130581079405,10.585504689200446,54.978632793476066,470.66543104267885,1127.15300910376
13,57.07686233520508,2025-08-27 14:55:30.270598,2025-08-27 14:55:30.309270,180.79453481652104,6.5604252643541585,212.4903133844864,0.39808282373025994,1631.9632839254346,231.36285828713116,25.534444598025114,36.5615335496672,472.6638674170856,1126.2494275007264
14,60.237979888916016,2025-08-27 14:55:30.310270,2025-08-27 14:55:30.347732,176.89187269944475,9.275035153340738,227.89300195296158,0.4056278306833318,1544.992727550216,231.68687407416175,30.98927318119621,53.77240571997954,452.8131900699508,1062.2505004585632
15,59.78007888793945,2025-08-27 14:55:30.347732,2025-08-27 14:55:30.388425,184.3047629146064,12.377986758188444,238.13930180241456,0.2817143072012961,1605.2271824372283,224.28421256882575,19.541239933693774,53.91668269613031,516.457297046507,1145.5136605259106
16,57.89329528808594,2025-08-27 14:55:30.388425,2025-08-27 14:55:30.428243,175.28156709627575,8.0744623601251,169.40726891241644,0.45191711006308766,1665.7453055123976,204.11936481910777,14.273503628088669,23.72162232406063,447.8275515299002,1048.9631733329675
17,50.906272888183594,2025-08-27 14:55:30.428243,2025-08-27 14:55:30.468948,183.76718879542403,14.885354221850669,225.9973754337033,0.4088824053675012,1757.5697796311335,210.65560574651775,4.809011069880164,34.19046216928986,475.7803948559495,1105.2460836812356
18,51.022212982177734,2025-08-27 14:55:30.468948,2025-08-27 14:55:30.510014,172.28509723132518,10.532413714686463,210.05981172585373,0.4647591263654498,1702.2129791333953,224.93678292912512,9.889220048739514,42.62400264752553,425.1817996570814,1027.2780464880123
19,63.67107391357422,2025-08-27 14:55:30.510014,2025-08-27 14:55:30.550761,183.6168636510041,7.700457749045263,222.40098433602228,0.3913279963142586,1541.9774354082194,225.75350333852788,22.524911636425365,34.63117118930073,558.8597717716028,1083.883454318291
20,60.237979888916016,2025-08-27 14:55:30.550761,2025-08-27 14:55:30.590144,178.6816171050999,12.357268735491788,234.86462126846106,0.42072528684212673,1586.8694307344438,210.6091123770304,13.178916806057277,23.59522817263727,469.18275800023866,1145.5236001638846
21,63.67107391357422,2025-08-27 14:55:30.590144,2025-08-27 14:55:30.629532,184.5013793380009,6.60734729332382,222.5431936472761,0.3812263683872801,1544.371743115043,226.73995959312325,27.39831988501521,33.79075297015201,560.699982986832,1087.3392039640717
22,62.31089782714844,2025-08-27 14:55:30.629532,2025-08-27 14:55:30.669537,181.5950871454177,7.955998359230668,212.42694666264842,0.3759344113074539,1625.6078280234008,194.7469183394725,22.38016752463738,48.00019355540073,534.3296972881112,1063.4580270209667
23,60.237979888916016,2025-08-27 14:55:30.670539,2025-08-27 14:55:30.708412,173.67964442043345,9.285503061336685,203.90181930055942,0.3869944247203988,1567.1432832979208,222.59973826929803,28.995461306444597,37.95380810065362,499.19067498686616,1007.0366393290765
24,63.67107391357422,2025-08-27 14:55:30.709916,2025-08-27 14:55:30.750653,178.57254852982354,7.7513767825428666,228.6933612678221,0.4254122644288054,1587.7002520630244,231.85892758579925,25.435267230964158,23.557249575054556,334.07465115059733,1098.7111339014905
