trial_number,value,datetime_start,datetime_complete,param_Ore,param_WaterMill,param_WaterZumpf,param_PressureHC,param_DensityHC,param_MotorAmp,param_Shisti,param_Daiki,param_FE,param_PulpHC,param_PumpRPM
12,51.05088424682617,2025-08-29 13:46:50.817334,2025-08-29 13:46:50.859529,188.99620627068734,9.363998394077981,185.090982597283,0.4456324884780447,1597.4394020979803,192.82143957726535,22.118389864318345,38.83848556649303,0.35552691776805956,373.5247229360713,1149.6987717573581
13,53.42669677734375,2025-08-29 13:46:50.859529,2025-08-29 13:46:50.902660,191.9936904239462,13.718855686780604,210.73339813033883,0.4430144567769655,1602.121063653042,215.26512299369224,14.620268793446169,54.50619266192868,0.19203111384983498,402.3201006109494,1067.8425797561545
14,51.10297393798828,2025-08-29 13:46:50.903659,2025-08-29 13:46:50.944918,184.64302983617966,14.073233313156775,216.13989441738943,0.4723735183989446,1613.499959464663,196.68571049215186,13.203711967211108,54.71094017188696,0.1552919945314919,393.2332613140612,998.0109204392804
15,53.46339797973633,2025-08-29 13:46:50.945861,2025-08-29 13:46:50.990059,175.04924705832406,14.16706615210876,225.7311454996706,0.5199260890273,1595.606621602259,213.19539668602687,8.84168156794625,48.340807559679035,0.13884867441268062,333.0953809842608,1093.1424990894493
16,52.551185607910156,2025-08-29 13:46:50.990059,2025-08-29 13:46:51.033309,174.47784882166752,13.900923624938148,229.38096752254376,0.45794387133204184,1616.430385084047,205.44694072080512,8.39389037281267,47.359425542490754,0.26580767147069084,395.01179753332974,844.6445553678835
17,51.196380615234375,2025-08-29 13:46:51.033309,2025-08-29 13:46:51.077454,174.12674232156,18.163608436826124,216.0141377562448,0.5165349109016716,1621.2349169935617,183.37649771274974,3.7424098867117763,49.38707851012246,0.148262444679118,382.2374219370988,1090.5253644259908
18,50.99641799926758,2025-08-29 13:46:51.078957,2025-08-29 13:46:51.122785,176.54579490385382,15.66055086938713,233.37292615929033,0.388365886018007,1708.2864314930316,219.22119466084575,9.580340655709104,41.82718211329402,0.22934575197368007,414.2452273573161,1015.2361548074081
19,50.504364013671875,2025-08-29 13:46:51.122785,2025-08-29 13:46:51.168719,172.30680901618092,12.919885307097562,218.74525236995026,0.29180066150036943,1818.0315667609677,210.3783689607199,7.135786203249454,51.41529088275889,0.145530688045874,364.4798734626512,756.7670449985924
20,51.10297393798828,2025-08-29 13:46:51.168719,2025-08-29 13:46:51.211524,183.69678344806812,13.136839013475228,208.1562142211004,0.315097250188785,1585.1893395230807,199.40491062479404,22.43489929102871,15.105573571460923,0.331353410573741,429.0164152006878,966.924018287853
21,53.37460708618164,2025-08-29 13:46:51.212523,2025-08-29 13:46:51.257802,190.89378670910514,10.365025734952848,197.9291430496501,0.5002866581216433,1584.131160583316,219.94905637634932,15.117187682795507,51.71054136977042,0.0666464705465199,331.50286092462443,1086.2460926237752
22,53.46339797973633,2025-08-29 13:46:51.258806,2025-08-29 13:46:51.304530,186.21921048500616,14.594807964079884,225.05166184053354,0.4727601643264962,1569.816401378078,212.29282577505901,16.016833863345934,44.427837761021806,0.1240798945281454,332.1049381697667,1116.204379658799
23,52.389991760253906,2025-08-29 13:46:51.304530,2025-08-29 13:46:51.351056,186.90050293098082,15.12109718164202,224.38574681021464,0.46589266321277917,1631.2285814324368,209.70300349851078,11.348353626736609,45.064816382326065,0.11372295463469673,365.44363292758146,1040.3549901516278
24,53.46339797973633,2025-08-29 13:46:51.351558,2025-08-29 13:46:51.397361,178.2304099719347,17.01689230217574,234.69306081045852,0.427166169402627,1571.66044624782,221.72100686129485,6.272799548940789,42.04311805192507,0.17624147085803724,399.7010765342819,1117.2110582570192
25,53.46339797973633,2025-08-29 13:46:51.397361,2025-08-29 13:46:51.445085,178.09089673682647,17.149371309928856,240.19256296108716,0.4135887720117676,1541.6303860418025,222.75251781754937,6.7566479491793014,40.27156732843612,0.1244689543224358,331.6493790532963,1106.7166214651038
26,51.13967514038086,2025-08-29 13:46:51.446089,2025-08-29 13:46:51.490843,176.1879937513126,16.593389489908503,230.96352192370784,0.5041044967017276,1569.5629640474308,201.955486347933,5.746459109707789,43.590266990006114,0.17595100748280781,359.34688022758274,1115.3223506743157
27,53.46339797973633,2025-08-29 13:46:51.491845,2025-08-29 13:46:51.537195,183.36902328294735,14.970108685047657,236.25182196729855,0.47571443352331616,1570.9108658958144,211.7070182743712,10.545833412591708,37.23792042456153,0.24300408859949174,380.7723118589543,1111.0103665571464
28,51.90517807006836,2025-08-29 13:46:51.537195,2025-08-29 13:46:51.584930,170.54405981355,16.816016035982592,225.56660119285013,0.45541307322655816,1686.6295324692878,223.16836679206511,5.895325692859084,33.53658300695213,0.22753662268195624,451.58629942499977,1042.869071568848
29,51.13967514038086,2025-08-29 13:46:51.585934,2025-08-29 13:46:51.631200,180.8092775147214,17.772044184318364,219.87814781573059,0.4237316370932994,1640.204119715355,190.37662628716498,24.039242036905446,45.21678399178699,0.12791708853416162,330.09434400022843,1040.6287548594862
30,51.1698112487793,2025-08-29 13:46:51.632199,2025-08-29 13:46:51.677429,164.03814619696269,14.609572961932903,234.74030743488944,0.38234623858779465,1598.2007775557465,181.1162041120292,11.792435836482777,47.73565711977971,0.17218418230213509,352.74167910458584,964.2876799332241
31,53.46339797973633,2025-08-29 13:46:51.677429,2025-08-29 13:46:51.725711,177.43322980160895,17.12162258132964,240.8453165557626,0.40416483643660267,1548.1723933207952,223.5090125109889,7.206959732036468,39.6697462852449,0.11310724273919523,331.809737777425,1104.9577370359464
32,53.46339797973633,2025-08-29 13:46:51.725711,2025-08-29 13:46:51.772982,178.86259451379948,18.35152796527285,229.43745114451508,0.4186944283415164,1542.9127421900707,218.30736166151544,7.159972992852131,39.901905032675614,0.1081552243976135,345.2806450396473,1122.8072134110166
33,53.6671142578125,2025-08-29 13:46:51.772982,2025-08-29 13:46:51.817265,173.4585018571939,17.220937210519015,237.61158802919863,0.41797909163667224,1569.7998186711138,224.3430386590975,5.261385506357426,41.60546840754192,0.12733162279273896,466.27699913902336,1094.8167294254272
34,53.6671142578125,2025-08-29 13:46:51.817265,2025-08-29 13:46:51.865579,173.20968055178645,15.782208401963018,224.26944391752423,0.43546203754822144,1567.7481560944186,216.41761318640366,3.530348343894982,43.04666915245163,0.06403107338256464,482.25211147115493,1066.457058829494
35,52.59370803833008,2025-08-29 13:46:51.866579,2025-08-29 13:46:51.912353,172.31666692331413,15.451907974850913,225.68996354071652,0.45714041239647324,1656.3902197539614,231.89248468528248,4.239521384285965,49.15513391028895,0.07123813681954753,462.87381103459415,1057.3606719470424
36,53.6671142578125,2025-08-29 13:46:51.913357,2025-08-29 13:46:51.958597,168.16026841351209,13.15593633530906,221.13028036499588,0.4312253187743357,1588.7142410296735,207.60851454109803,16.529453839181702,44.12328488566469,0.09198441607076013,482.161878100368,1088.239735515224
37,52.59370803833008,2025-08-29 13:46:51.958597,2025-08-29 13:46:52.003825,169.83463505397518,16.29528985593176,220.20926320208582,0.3914606748293598,1634.9247752888707,208.19423553470926,5.025711826485634,36.829027508911636,0.09106308689875212,481.18111790001734,1087.3230527063995
38,51.34224319458008,2025-08-29 13:46:52.005335,2025-08-29 13:46:52.050983,166.56356169517665,10.84134013925755,213.47187847869085,0.3292842501959334,1670.0965360265293,202.33810647817006,8.406096633461177,46.505918003945524,0.08265868803288778,503.64144123718654,981.2012168089765
39,53.6671142578125,2025-08-29 13:46:52.051486,2025-08-29 13:46:52.097594,167.6063574352129,13.148610910714583,203.79656078274812,0.43510901637297966,1590.6261779016413,216.37260177887342,16.60969826408848,34.13764403002235,0.09851610598941056,437.5801611744483,885.4607169339546
40,52.3124885559082,2025-08-29 13:46:52.097594,2025-08-29 13:46:52.143325,167.65934132986453,11.040736147136316,202.2534963078543,0.434486844098835,1670.6118842946082,217.09833719060526,16.626371025981072,32.514116397150396,0.06308084861628396,436.3234349211809,909.8478274039617
41,53.6671142578125,2025-08-29 13:46:52.144325,2025-08-29 13:46:52.189050,164.20354668355012,13.051620055074647,193.24003845208375,0.4106411356977354,1590.896220785923,226.31940432496836,19.916159988104816,27.10191971263729,0.09348092591604015,469.6386233242233,878.2328576994422
42,53.6671142578125,2025-08-29 13:46:52.190050,2025-08-29 13:46:52.238811,164.851076251964,12.644199435798743,193.28028428722317,0.40943862818952104,1609.70116820313,224.66203160395722,20.284966344488208,25.593215697213303,0.09659007806355774,470.0108657677628,883.7659515675025
43,53.6671142578125,2025-08-29 13:46:52.238811,2025-08-29 13:46:52.287478,168.47440496315716,12.054145714780203,203.5911929516674,0.37336068822068114,1584.3784940196133,227.9178783192002,17.47189529338052,24.858591373322987,0.061205149022576955,498.2087208780024,868.2691910111843
44,53.6671142578125,2025-08-29 13:46:52.288479,2025-08-29 13:46:52.337108,165.76129218491607,13.48118659363816,199.87486111655903,0.4331785587181074,1566.5188763307676,228.5984687591093,24.336405942479495,32.45139284436459,0.3975792990217625,465.9412327843962,938.4662049446321
45,53.6671142578125,2025-08-29 13:46:52.337108,2025-08-29 13:46:52.387388,172.1211079113342,8.969956404754086,192.52882101339333,0.4451294990194255,1563.9810466880567,226.59929887748984,19.532496923224777,21.753845317390873,0.09607523495214076,482.144256530958,819.2665148480255
46,52.59370803833008,2025-08-29 13:46:52.387388,2025-08-29 13:46:52.436078,168.43342450723657,11.541059666197791,207.99474250958139,0.39735975641639376,1624.212713835911,216.65569941540267,21.14076341155634,35.35406489122603,0.5277574209916396,517.4198072997614,893.9131870725022
47,50.770721435546875,2025-08-29 13:46:52.436078,2025-08-29 13:46:52.486263,170.72285170559144,12.567120934960238,180.37685281052453,0.4218509037727987,1740.4639971299396,225.4015420896115,17.964515920076668,30.29094424472429,0.1546703312718664,539.1063855494921,857.4955687465838
48,53.6671142578125,2025-08-29 13:46:52.486263,2025-08-29 13:46:52.536006,166.8896654028309,13.479863698263472,195.59148825500296,0.4453471222305425,1589.9915834054893,220.10591253153203,31.245691655097737,27.588432084278672,0.08974810807994174,439.8280329977852,834.6741277645453
49,53.6671142578125,2025-08-29 13:46:52.536006,2025-08-29 13:46:52.586282,164.88545610319238,11.522770269162695,212.35345770095023,0.40885672517936866,1558.9062398002015,207.49551784832272,14.281409784984255,42.81415190439322,0.19691500828284084,491.12233907348616,798.1233404393871
