trial_number,value,datetime_start,datetime_complete,param_Ore,param_WaterMill,param_WaterZumpf,param_PressureHC,param_DensityHC,param_MotorAmp,param_Shisti,param_Daiki,param_PulpHC,param_PumpRPM
0,49.43910598754883,2025-08-21 10:31:06.625754,2025-08-21 10:31:06.637969,175.5239300828231,9.848861587931456,172.67594111375723,0.3059191310073955,1757.941342836352,210.73929788817614,11.912438373335783,40.48623029594389,512.1696328168032,858.7581371773399
1,50.184295654296875,2025-08-21 10:31:06.639727,2025-08-21 10:31:06.643812,164.05346670451053,10.474005359398797,227.35596015120979,0.5091504574243063,1788.312519139818,212.32214802485598,12.665038065194732,44.294177827726344,454.3298802228249,824.2470810092282
2,48.66407012939453,2025-08-21 10:31:06.645320,2025-08-21 10:31:06.653061,195.26938003211302,14.75471924184492,176.69677424907331,0.3245602801130599,1760.1712238393354,169.74676012781,13.227623291755577,30.158686189755887,500.27348938457135,958.872306941827
3,49.60614013671875,2025-08-21 10:31:06.654070,2025-08-21 10:31:06.656588,164.49443593136522,8.210809903022625,236.67255342228304,0.37532145922167554,1841.1504847636,190.37950288372906,21.79010818710996,16.332413369969526,443.7826781151149,815.0998932274094
4,48.231136322021484,2025-08-21 10:31:06.656588,2025-08-21 10:31:06.659093,191.15134757751292,17.69859666949391,235.19855031251512,0.3330960620346494,1853.7880023273913,231.45736601015108,22.778875085431068,20.90350590537308,403.9199288223167,1105.0870636463605
5,50.62749481201172,2025-08-21 10:31:06.659093,2025-08-21 10:31:06.661101,169.83538962064057,11.129407770409191,172.40272254551695,0.5158317497343495,1859.1271670290894,194.34747375048067,22.417513748068274,38.02795519674377,364.11434104757296,892.7601913590665
6,49.95676040649414,2025-08-21 10:31:06.661101,2025-08-21 10:31:06.663608,176.38693010391242,11.304701272798884,177.7723182169433,0.46364920271016197,1680.4470555478902,181.37437027103007,16.64410837958338,42.103462770655895,407.1169249212133,1058.3397391251776
7,50.03120422363281,2025-08-21 10:31:06.663608,2025-08-21 10:31:06.666616,189.99928728399456,7.967659851087495,188.650861590399,0.40778346856118797,1593.060451558472,230.94923734803064,27.183703151611926,36.27605802993283,470.06942952766747,1068.7322700000288
8,49.19281768798828,2025-08-21 10:31:06.667144,2025-08-21 10:31:06.669152,188.99206891774364,14.816957466078655,214.78318664720024,0.500548975609059,1705.128510577419,202.1733429430259,31.132520929584132,37.96871934174497,470.0385523640284,1043.9999419673757
9,48.1253547668457,2025-08-21 10:31:06.669152,2025-08-21 10:31:06.672155,171.06804693497634,14.15853582837679,183.3806971504513,0.30803523223541823,1841.7826968967524,170.2440534239459,7.896040465597567,24.052336297447027,511.4810623952576,902.371813065599
10,49.92673110961914,2025-08-21 10:31:06.672155,2025-08-21 10:31:06.710803,183.0073537032707,17.852921684079554,197.4472428351615,0.4420064517525478,1555.249709383216,190.90959107415785,4.083055070199126,54.27971758458023,336.75731006644713,763.4603813653105
11,50.184295654296875,2025-08-21 10:31:06.711804,2025-08-21 10:31:06.752485,164.78819589588616,11.572418047568299,213.932969434804,0.5156098857684347,1786.8675349710486,212.95330657628736,19.339533696377554,51.14522557529985,335.4690671794587,950.9173080453915
12,50.184295654296875,2025-08-21 10:31:06.752987,2025-08-21 10:31:06.793157,169.91398565757447,10.000125561594913,224.46032040649177,0.4769498223277176,1791.3438392969092,214.73586120356393,15.383671992079774,47.25406582678799,390.40417866635,752.7064340404557
13,50.5615119934082,2025-08-21 10:31:06.794660,2025-08-21 10:31:06.836305,169.61688698830895,6.688069550409262,202.9537599913797,0.4259086104272918,1706.2727083687769,196.0594628966303,10.127565275471513,29.95423225118736,566.1774631828296,875.7820784592692
14,50.729347229003906,2025-08-21 10:31:06.836305,2025-08-21 10:31:06.877054,170.45780685628097,6.970628728952338,197.15704034061557,0.42508911778879727,1642.194102642441,196.0463666969617,8.102800026035197,30.710957371993093,558.237489356048,902.9561929260514
15,49.853092193603516,2025-08-21 10:31:06.878576,2025-08-21 10:31:06.918756,180.8771267676681,13.159123183566297,192.37257892409244,0.37442077032287835,1637.8732987879907,182.25165132459426,3.967900260258059,31.22900798931945,543.4751340872876,990.8975608632438
16,50.425941467285156,2025-08-21 10:31:06.919260,2025-08-21 10:31:06.957926,173.222470337541,6.650672112554409,170.6800056141589,0.4717546407855882,1639.6827529670934,202.69062764257268,25.624948484417164,25.461024371784134,366.732687218312,909.2147575783637
17,50.03120422363281,2025-08-21 10:31:06.957926,2025-08-21 10:31:06.998770,178.28711913978898,8.426063639349909,208.99412329706064,0.3641316269021513,1626.1582191873101,181.42919688481592,19.538172221377383,33.550360652810916,428.98730135747155,1006.2390291618339
18,49.92673110961914,2025-08-21 10:31:06.998770,2025-08-21 10:31:07.043037,184.83490835492407,16.384634394984612,184.27225547790286,0.4457163674173711,1563.893083771588,193.71212185134596,7.178498848944575,26.53719122493545,365.4610829988188,915.6652608500871
