trial_number,value,state,datetime_start,datetime_complete,duration,param_Ore,param_WaterMill,param_WaterZumpf,param_PressureHC,param_DensityHC,param_MotorAmp,param_Shisti,param_Daiki
0,53.466461181640625,1,2025-07-10 10:06:40.838398,2025-07-10 10:06:40.841401,0.003003,178.19902990818252,15.27428598928251,217.42416906212483,0.3025757530246825,1624.3811542905598,202.73813149637087,0.09409616297466443,0.3437862722951892
1,52.13698959350586,1,2025-07-10 10:06:40.841401,2025-07-10 10:06:40.843441,0.00204,189.39266510416056,9.52046339081312,174.94292409133328,0.4403091910932215,1673.6392591435338,186.10460075443768,0.20154573506596823,0.10438899596313471
2,51.912227630615234,1,2025-07-10 10:06:40.843441,2025-07-10 10:06:40.845946,0.002505,171.58393689382012,18.01364593451082,223.8873018350115,0.46479948937323035,1720.3821455149837,195.75949346461883,0.2720792224933245,0.3107823890974667
3,48.8541145324707,1,2025-07-10 10:06:40.845946,2025-07-10 10:06:40.847451,0.001505,191.77843647640134,12.57808781101744,194.95071004602985,0.41419947588379935,1763.2258010262226,180.128960909472,0.1769860879248717,0.1962338994163178
4,52.02372360229492,1,2025-07-10 10:06:40.848451,2025-07-10 10:06:40.849451,0.001,183.92392709702722,11.512169862181658,180.68094456082724,0.4848510721954882,1666.3354597194113,199.4523388059592,0.058844287621120664,0.31584611640769533
5,52.6671028137207,1,2025-07-10 10:06:40.849451,2025-07-10 10:06:40.851957,0.002506,178.3857004988059,13.975145692678804,165.3299609660927,0.3398022839975172,1673.535311929694,192.25903125950268,0.11034130617562103,0.2998290500782787
6,52.84587478637695,1,2025-07-10 10:06:40.851957,2025-07-10 10:06:40.853956,0.001999,174.23234165316458,7.648328414697723,215.83397060290915,0.49768579508954697,1654.2419930913697,195.09332481932225,0.13237895358555402,0.14153413927721895
7,51.44132614135742,1,2025-07-10 10:06:40.853956,2025-07-10 10:06:40.855956,0.002,182.53712236075916,14.607278406347955,228.42434956235596,0.35691411970649434,1774.47285731842,218.21509693812197,0.05956121432620391,0.349999632375183
8,50.583335876464844,1,2025-07-10 10:06:40.856956,2025-07-10 10:06:40.858473,0.001517,161.32603095852662,7.814050236495132,173.85080913467627,0.4590088645269941,1750.9762977171715,208.72536874947684,0.11709831851905055,0.10204805445038294
9,52.799625396728516,1,2025-07-10 10:06:40.858473,2025-07-10 10:06:40.860473,0.002,185.23090698396712,18.876862186501853,189.41556069023048,0.41373260531414524,1675.0907697412372,194.68056377685122,0.2953758403147432,0.2531884303211309
10,53.56169509887695,1,2025-07-10 10:06:40.860473,2025-07-10 10:06:40.888229,0.027756,162.75015569062353,16.335002791830835,249.97542806733253,0.30209696400234365,1600.0726374132828,208.21615773749832,0.2254156602029494,0.3993278363833648
11,53.224308013916016,1,2025-07-10 10:06:40.888741,2025-07-10 10:06:40.913807,0.025066,160.0506750717969,16.37710720207719,249.60145600559738,0.3020686637787259,1601.0823677556843,206.1444212110319,0.24049276055223323,0.3957605342825438
12,53.475318908691406,1,2025-07-10 10:06:40.913807,2025-07-10 10:06:40.939984,0.026177,199.82664050608253,16.734305234195446,248.98600097030356,0.30916973993029606,1604.8764239501959,209.15027931423478,0.21625646448089314,0.3984064843942141
13,53.4694709777832,1,2025-07-10 10:06:40.940985,2025-07-10 10:06:40.966082,0.025097,197.72882576701966,19.794177523365114,249.36261255459613,0.3438400792076934,1604.3639626134552,213.84524987990537,0.22748649716264274,0.39369145124078786
14,53.137779235839844,1,2025-07-10 10:06:40.966082,2025-07-10 10:06:40.991744,0.025662,167.4715321146695,17.74810368205455,238.80572243445928,0.3726467487598665,1643.6758108596566,211.75486253902736,0.1700315950448463,0.2562656770149562
15,53.350589752197266,1,2025-07-10 10:06:40.991744,2025-07-10 10:06:41.018876,0.027132,198.55285136759852,16.49127246971098,238.6438024624209,0.3238852986039907,1630.5552144026228,217.4951612803652,0.24080446199856537,0.36220863925731744
