trial_number,value,datetime_start,datetime_complete,param_Ore,param_WaterMill,param_WaterZumpf,param_PressureHC,param_DensityHC,param_MotorAmp,param_Shisti,param_Daiki,param_PulpHC,param_PumpRPM
0,48.86061477661133,2025-08-20 16:03:01.253015,2025-08-20 16:03:01.255684,175.79374318663443,13.309287477499769,194.0261354525998,0.286009899733837,1623.372762590641,200.9839387999292,28.909881105000327,37.70521926419359,440.383165197564,805.6781944065347
1,49.952491760253906,2025-08-20 16:03:01.256190,2025-08-20 16:03:01.258767,169.91769129964155,18.306299639851233,207.4030919873477,0.40257837670517216,1736.18655336618,221.17672096039092,22.202976857974424,54.581549126623415,450.90411628412335,780.5023652253599
2,50.049339294433594,2025-08-20 16:03:01.258767,2025-08-20 16:03:01.261778,167.14289716723565,8.785996872460782,172.59597833015025,0.3626103833571629,1798.3164514306397,189.3701242499947,4.428834284288755,31.756128706410173,388.2700276673593,995.1672956845291
3,50.2171745300293,2025-08-20 16:03:01.261778,2025-08-20 16:03:01.264293,164.6768402537543,8.61515048722243,173.05584142302834,0.3605025625468802,1683.8745618330627,208.10801442086566,11.233007750894323,44.738662843375806,375.68284872626924,1147.8520430299263
4,48.87649917602539,2025-08-20 16:03:01.264293,2025-08-20 16:03:01.266859,187.62563447924143,10.446677666481651,233.10040006225915,0.3054398244204235,1836.2107370404347,204.92010551146092,12.98819849573057,17.24198660378486,387.8576754376859,960.1666855139788
5,49.18675231933594,2025-08-20 16:03:01.267862,2025-08-20 16:03:01.270377,190.9123337627356,18.292336180926664,227.28751131682327,0.3824235130298931,1763.0277228730042,211.89996050679179,8.004642930790482,16.971861737878378,486.2899421911857,1003.037212190777
6,49.25226593017578,2025-08-20 16:03:01.270909,2025-08-20 16:03:01.272934,192.613993301654,13.88027518075725,198.67835444527174,0.3558583510875724,1706.9837691455375,176.45001184952616,4.0202878351161,38.69817388152761,436.94301614815157,1110.2874754762424
7,50.03120422363281,2025-08-20 16:03:01.273437,2025-08-20 16:03:01.275441,186.06122486060474,11.325419785615253,201.14204060639378,0.42940593804489835,1663.0575202926013,183.12846254803085,16.42960056767552,30.2078239700235,502.1088393006584,959.1280534361335
8,49.74541091918945,2025-08-20 16:03:01.276440,2025-08-20 16:03:01.277944,172.85780723324524,7.686591045300518,228.47576525635768,0.4150845947946987,1804.5129858588268,168.05648731608056,22.427929004914073,30.975651381642606,483.35412948246324,917.5686291674239
9,50.03120422363281,2025-08-20 16:03:01.277944,2025-08-20 16:03:01.280990,189.17097807958152,11.203922708562125,201.92029667240487,0.4497868822099148,1555.7516807631705,229.73842034769808,6.890501575903459,45.170190141831355,432.39925853859404,1023.5707215060077
10,50.85639572143555,2025-08-20 16:03:01.280990,2025-08-20 16:03:01.320750,164.4802280343293,15.43172808320189,169.47746959182874,0.48124903032825334,1618.4375300692952,215.69512223468337,12.912344215077704,53.07380206768939,554.6181318585267,1128.6358860872588
11,50.85639572143555,2025-08-20 16:03:01.321264,2025-08-20 16:03:01.360471,164.335719612011,15.483077618460634,172.96685528647697,0.5153307222437362,1612.0052903723827,214.69573275452814,12.86556305422054,54.254034792367854,563.0964477670145,1137.90644567871
12,49.980140686035156,2025-08-20 16:03:01.361002,2025-08-20 16:03:01.401383,180.26897274507613,15.31027107195646,182.706360072235,0.5184947326535354,1587.9010944624454,218.88267620754254,17.421450084123347,54.824723227333735,569.6610994317954,1081.4014995370308
13,50.85639572143555,2025-08-20 16:03:01.401907,2025-08-20 16:03:01.449994,164.34983005859786,15.69251995488458,184.37428852664857,0.5151537524079215,1633.1611904125189,231.77210281633148,12.416882946766586,48.603158796020004,565.3218299355676,1079.6212163722366
14,49.99155044555664,2025-08-20 16:03:01.450509,2025-08-20 16:03:01.489262,178.30608325075264,15.953746771653908,182.84366528877948,0.4735595615171245,1543.7041662488145,217.6705266988209,14.77436355231266,50.289250500868995,537.0324761130205,1137.0171907222445
